Source path,Class name,Method name,Method signature,Cyclomatic complexity,Cognitive complexity,Max nesting depth,Line count,Parameter count,ABC score,Assignments,Branches,Conditions,Halstead volume,Halstead difficulty,Halstead estimated bugs
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,multiplyStatement,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=multiplyStatement,return=void,parameters=[]}",1,0,0,14,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,openStatement,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=openStatement,return=void,parameters=[]}",1,0,0,16,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,performStatement,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=performStatement,return=void,parameters=[]}",1,0,0,14,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,readStatement,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=readStatement,return=void,parameters=[]}",1,0,0,14,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,receiveStatement,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=receiveStatement,return=void,parameters=[]}",1,0,0,15,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,fileDescriptionEntryClauses,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=fileDescriptionEntryClauses,return=void,parameters=[]}",1,0,0,29,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,fileSection,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=fileSection,return=void,parameters=[]}",1,0,0,34,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,linkageSection,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=linkageSection,return=void,parameters=[]}",1,0,0,28,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,localStorageSection,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=localStorageSection,return=void,parameters=[]}",1,0,0,15,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,dataBaseSection,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=dataBaseSection,return=void,parameters=[]}",1,0,0,15,0,2.0,0,2,0,11.61,1.0,0.0
src/test/java/org/openrewrite/mainframe/cobol/tree/cobol/CobolParserAnsi85DivisionTest.java,org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest,screenSection,"org.openrewrite.mainframe.cobol.tree.cobol.CobolParserAnsi85DivisionTest{name=screenSection,return=void,parameters=[]}",1,0,0,42,0,2.0,0,2,0,11.61,1.0,0.0
